380,8.8e-06,8.372e-05
384,5.752e-06,0.00012036
388,4.9e-06,0.00011376
392,4.648e-06,0.00012164
396,2.9672e-06,0.00011328
400,4.284e-06,0.00012924
404,3.886e-06,0.00013204
408,2.5696e-06,0.00017012
412,2.9324e-06,0.00017164
416,5.952e-06,0.00023336
420,9.744e-06,0.00033156
424,1.7696e-05,0.000544
428,3.3424e-05,0.0010268
432,6.12e-05,0.00188
436,0.00011404,0.0034984
440,0.00021204,0.006488
444,0.00037976,0.011604
448,0.0006652,0.0202
452,0.0011524,0.034812
456,0.0018996,0.05732
460,0.0025288,0.07668
464,0.0026312,0.0804
468,0.0021256,0.0654
472,0.0015592,0.04804
476,0.001148,0.035316
480,0.0008284,0.025492
484,0.0005816,0.017896
488,0.00039608,0.012168
492,0.0002678,0.008252
496,0.00018992,0.005812
500,0.00013496,0.004096
504,9.256e-05,0.0028056
508,6.508e-05,0.0019424
512,4.68e-05,0.0013888
516,3.6352e-05,0.0009968
520,2.7764e-05,0.0007044
524,2.1856e-05,0.000506
528,1.8864e-05,0.00035712
532,1.5664e-05,0.00026032
536,1.342e-05,0.0001756
540,1.1212e-05,0.00014724
544,9.64e-06,9.384e-05
548,1.0608e-05,6.732e-05
552,9.376e-06,4.948e-05
556,9.92e-06,3.6972e-05
560,9.752e-06,3.5784e-05
564,9.368e-06,2.5624e-05
568,1.0304e-05,3.79e-05
572,1.1736e-05,2.5928e-05
576,1.19e-05,4.384e-05
580,1.1052e-05,4.996e-05
584,1.2388e-05,6.332e-05
588,1.2972e-05,6e-05
592,1.2e-05,6.232e-05
596,1.3172e-05,7.88e-05
600,1.2588e-05,6.864e-05
604,1.2e-05,6.908e-05
608,1.1912e-05,6.028e-05
612,1.17e-05,6.356e-05
616,1.1972e-05,4.692e-05
620,1.1036e-05,3.6896e-05
624,8.264e-06,2.4904e-05
628,1.0512e-05,1.9064e-05
632,1.0996e-05,6.168e-06
636,1.1428e-05,0
640,9.684e-06,0
644,9.432e-06,8.544e-06
648,7.404e-06,9.872e-06
652,7.692e-06,2.496e-06
656,7.692e-06,2.2312e-05
660,8.008e-06,2e-05
664,7.68e-06,4.82e-05
668,7.496e-06,3.4004e-05
672,6.592e-06,3.5352e-05
676,4.664e-06,4.912e-05
680,5.352e-06,6.544e-05
684,3.6124e-06,5.972e-05
688,3.44e-06,7.244e-05
692,3.446e-06,7.216e-05
696,2.0048e-06,5.784e-05
700,1.7848e-06,7.68e-05
