12,01,190,2493630.966666667
12,02,509,1824281.7
12,03,114,1147258.4
12,04,289,1633940.1
12,05,236,194176.76666666666
12,06,510,560865.3666666667
12,07,353,331100.1666666667
12,08,427,639179.9333333333
12,09,741,1101902.0666666667
12,10,705,1034123.75
12,11,474,668634.25
12,12,417,413912.85
12,13,424,591897.55
12,14,418,620584.0
12,15,612,988124.1
12,16,478,749697.4166666666
12,17,572,810512.7166666667
12,18,389,492565.51666666666
12,19,194,286112.45
12,20,237,282277.9
12,21,152,194587.13333333333
12,22,143,168114.98333333334
12,23,126,103939.76666666666
12,24,233,359170.81666666665
12,25,130,162060.36666666667
12,26,170,158781.35
12,27,453,662985.7833333333
12,28,200,217362.81666666668
12,29,317,350691.18333333335
12,30,245,252862.36666666667
12,31,179,106606.76666666666
12,32,230,247202.98333333334
12,33,242,147506.1
12,34,253,152901.05
12,35,284,284981.61666666664
12,36,246,179197.88333333333
12,37,357,413650.2
12,38,475,565658.9333333333
12,39,546,630300.2333333333
12,40,452,581441.55
12,41,481,814623.7166666667
12,42,283,289441.48333333334
12,43,297,392559.5333333333
12,44,349,299597.7833333333
12,45,394,496921.73333333334
12,46,634,945766.1666666666
12,47,671,1056388.7
12,48,818,953229.0666666667
12,49,652,854921.8833333333
12,50,618,784010.4833333333
12,51,765,1206715.5833333333
12,52,394,471678.2
12,53,491,818651.3833333333
12,54,713,1031675.0
12,55,283,266271.56666666665
12,56,321,456315.65
12,57,418,544501.4833333333
12,58,523,903704.3166666667
12,59,627,1231634.75
13,00,164,95524.76666666666
13,01,175,96289.96666666666
13,02,402,374578.01666666666
13,03,402,510467.9666666667
13,04,513,1041357.0166666667
13,05,754,1553421.9833333334
13,06,553,739028.1
13,07,457,875963.8166666667
13,08,472,659235.9166666666
13,09,346,318857.4666666667
13,10,493,714217.4333333333
13,11,445,607558.2666666667
13,12,608,1138879.4
13,13,259,250845.13333333333
13,14,633,1053249.6
13,15,353,393654.2833333333
13,16,487,571463.9
13,17,207,109335.73333333334
13,18,304,205762.41666666666
13,19,199,154096.31666666668
13,20,226,254584.46666666667
13,21,111,71659.51666666666
13,22,89,58749.916666666664
13,23,174,181828.0
13,24,282,458796.2166666667
13,25,129,119459.45
13,26,72,33414.98333333333
13,27,64,17785.533333333333
13,28,96,59411.61666666667
13,29,68,34033.85
13,30,25,8087.283333333334
13,31,38,1960.3
13,32,38,3428.1833333333334
13,33,37,23908.116666666665
13,34,129,81100.76666666666
13,35,276,199717.21666666667
13,36,242,438437.93333333335
13,37,72,38786.63333333333
13,38,61,43403.45
13,39,137,124119.01666666666
13,40,200,260762.81666666668
13,41,165,119442.16666666667
13,42,105,48535.333333333336
13,43,100,74379.98333333334
13,44,342,416385.63333333336
13,45,153,129820.7
13,46,290,328577.06666666665
13,47,266,242561.8
13,48,315,343130.8333333333
13,49,401,460469.25
13,50,216,255739.61666666667
13,51,117,72952.51666666666
13,52,93,81383.28333333334
13,53,90,54322.583333333336
13,54,46,31707.966666666667
13,55,45,18160.416666666668
13,56,32,12936.9
13,57,61,19653.75
13,58,87,70926.81666666667
13,59,136,229213.76666666666
14,00,119,145946.53333333333
14,01,113,121819.76666666666
14,02,160,145781.3
14,03,361,367376.63333333336
14,04,162,142788.45
14,05,88,40973.76666666667
14,06,96,41522.683333333334
